Date,City,GHI,Temperature,Humidity,Cloud_Coverage,Wind_Speed,Precipitation,Pressure,Corrected_Wind_Speed
2024-04-28,Chennai,6.9142,32.16,57.51,10.58,3.04,0.0,100.15,3.18
2024-04-28,Delhi,6.3343,32.18,23.06,61.52,1.99,0.01,98.21,3.4
2024-04-28,Bhopal,6.8254,32.61,29.83,28.46,1.93,0.0,95.42,2.79
2024-04-28,Guwahati,5.4098,28.78,56.15,89.9,1.21,1.27,95.94,5.33
2024-04-29,Delhi,6.8345,33.26,22.98,46.05,2.98,0.0,98.12,4.13
2024-04-29,Chennai,7.1813,32.14,59.37,14.09,2.92,0.0,100.22,3.19
2024-04-29,Jaipur,7.4662,30.99,22.27,54.12,3.92,0.0,96.03,5.31
2024-04-29,Kolkata,6.4932,36.37,42.38,16.98,2.84,0.0,100.41,3.73
2024-04-29,Guwahati,6.3245,28.2,54.19,83.1,1.01,0.47,96.0,4.83
2024-04-29,Bhopal,6.7368,33.13,26.91,39.27,3.3,0.0,95.41,4.89
2024-04-30,Jaipur,7.3214,28.67,8.44,63.32,3.25,0.0,96.01,4.85
2024-04-30,Chennai,7.0555,32.17,59.07,11.93,3.8,0.0,100.1,3.99
2024-04-30,Guwahati,6.2357,29.19,50.35,83.24,1.12,0.43,95.68,5.14
2024-04-30,Kolkata,6.4414,37.25,40.23,28.8,3.9,0.0,100.04,4.9
2024-04-30,Delhi,7.5737,30.33,21.9,10.55,3.07,0.0,98.08,4.58
2024-04-30,Bhopal,7.638,32.46,19.04,8.98,3.06,0.0,95.24,4.66
2024-05-01,Delhi,7.1071,27.77,19.07,5.94,3.88,0.0,97.92,5.73
2024-05-01,Kolkata,6.5916,36.68,40.92,28.1,2.64,0.07,99.94,3.34
2024-05-01,Bhopal,7.2482,30.52,13.56,0.29,3.25,0.0,95.04,4.72
2024-05-01,Jaipur,7.8698,27.24,18.95,49.38,3.84,0.0,95.83,5.22
2024-05-01,Chennai,6.8851,33.78,61.59,34.6,4.54,0.01,99.84,4.79
2024-05-01,Guwahati,6.4325,28.62,51.48,69.37,1.3,1.83,95.56,5.66
2024-05-02,Bhopal,8.1737,29.39,13.43,2.86,2.25,0.0,95.2,3.71
2024-05-02,Kolkata,6.4958,35.88,43.72,27.22,2.92,0.19,100.0,3.73
2024-05-02,Delhi,7.6896,28.64,18.53,20.55,2.84,0.0,98.0,4.56
2024-05-02,Chennai,6.6012,33.83,62.58,45.55,4.92,0.01,99.85,5.18
2024-05-02,Guwahati,5.9599,28.17,54.47,60.91,1.29,7.93,95.65,5.64
2024-05-02,Jaipur,7.2478,28.01,16.1,67.79,2.78,0.0,95.96,4.22
2024-05-03,Guwahati,6.335,27.61,47.98,65.53,0.92,0.04,96.08,3.42
2024-05-03,Jaipur,6.7937,30.95,12.58,78.7,2.1,0.0,96.02,3.02
2024-05-03,Bhopal,7.9138,32.11,12.99,21.11,1.4,0.0,95.32,1.97
2024-05-03,Kolkata,6.9761,35.0,35.64,14.66,1.97,0.0,100.35,2.63
2024-05-03,Chennai,6.048,33.53,60.39,60.4,4.85,0.03,99.96,5.07
2024-05-03,Delhi,6.917,31.32,15.05,60.05,3.25,0.0,98.12,5.1
2024-05-04,Delhi,6.5542,33.94,15.78,54.1,2.26,0.0,98.05,3.42
2024-05-04,Bhopal,7.2024,33.26,11.9,61.92,1.09,0.0,95.31,1.49
2024-05-04,Chennai,6.0665,33.14,63.57,61.15,4.71,0.86,100.02,4.93
2024-05-04,Guwahati,5.6422,26.05,55.38,73.91,0.52,0.19,96.22,2.15
2024-05-04,Jaipur,5.6078,33.58,15.96,95.81,2.85,0.0,95.95,3.71
2024-05-04,Kolkata,6.0965,33.31,55.2,64.65,3.42,0.0,100.41,4.29
2024-05-05,Bhopal,6.6221,33.19,24.16,72.57,3.49,0.0,95.11,4.73
2024-05-05,Chennai,6.2758,33.5,63.15,24.02,5.35,0.29,99.9,5.61
2024-05-05,Guwahati,2.6522,24.32,74.17,91.39,0.51,32.76,96.02,2.28
2024-05-05,Delhi,7.3289,34.47,20.69,2.67,2.7,0.0,97.67,4.17
2024-05-05,Jaipur,7.303,33.7,22.68,61.25,3.33,0.0,95.65,4.55
2024-05-05,Kolkata,6.4795,33.96,56.04,29.97,4.53,0.0,100.18,5.36
2024-05-06,Kolkata,4.145,32.21,68.78,84.38,4.9,20.71,100.37,5.94
2024-05-06,Bhopal,7.4681,33.74,26.39,13.75,3.29,0.0,95.15,4.29
2024-05-06,Chennai,6.3166,33.43,64.07,43.68,4.9,0.64,99.99,5.14
2024-05-06,Guwahati,2.3338,23.95,78.69,97.66,0.74,17.06,96.34,2.96
2024-05-06,Delhi,7.0985,34.93,20.65,11.08,2.59,0.0,97.89,4.21
2024-05-06,Jaipur,6.8213,34.34,20.41,63.43,2.27,0.0,95.82,3.34
2024-05-07,Delhi,6.5952,35.9,19.19,21.05,1.28,0.0,98.06,2.6
2024-05-07,Jaipur,6.757,36.1,18.65,68.58,1.4,0.0,95.92,2.13
2024-05-07,Guwahati,2.4754,23.96,73.72,97.34,0.79,3.03,96.62,2.75
2024-05-07,Kolkata,5.5315,31.33,65.82,78.27,2.74,10.33,100.75,3.76
2024-05-07,Bhopal,7.0438,35.86,20.61,23.06,1.0,0.0,95.26,1.66
2024-05-07,Chennai,6.2993,32.48,67.03,58.2,4.12,2.35,100.21,4.31
2024-05-08,Guwahati,4.4494,24.94,70.71,91.21,0.57,0.15,96.51,2.8
2024-05-08,Jaipur,7.1885,35.92,15.97,63.23,2.31,0.0,95.85,3.67
2024-05-08,Bhopal,6.6898,35.6,21.95,39.77,2.86,0.0,95.2,3.93
2024-05-08,Delhi,6.6655,35.02,19.31,28.36,2.3,0.0,98.06,3.54
2024-05-08,Kolkata,5.1533,29.8,69.25,74.32,1.9,7.13,100.82,2.71
2024-05-08,Chennai,3.9079,31.53,67.79,72.24,2.63,4.73,100.21,2.81
2024-05-09,Chennai,6.1164,31.37,67.06,45.87,3.22,0.83,100.2,3.26
2024-05-09,Kolkata,4.309,29.53,69.34,77.34,1.65,17.09,100.79,2.47
2024-05-09,Bhopal,6.785,35.45,23.77,19.2,2.59,0.05,95.16,3.59
2024-05-09,Jaipur,7.115,34.85,19.88,62.26,2.54,0.64,95.83,3.86
2024-05-09,Guwahati,5.8332,24.81,71.67,76.88,0.35,1.94,96.46,1.74
2024-05-09,Delhi,6.8952,33.19,28.64,3.75,2.53,0.04,98.11,3.59
2024-05-10,Delhi,6.4706,34.37,27.33,36.74,2.14,0.04,98.15,3.33
2024-05-10,Guwahati,4.0738,25.7,68.31,83.14,0.42,6.45,96.43,1.14
2024-05-10,Jaipur,7.1614,35.98,21.99,56.75,2.33,0.46,95.9,3.19
2024-05-10,Kolkata,4.9325,29.3,74.02,53.0,2.15,14.42,100.8,3.02
2024-05-10,Chennai,6.815,31.75,65.08,22.6,3.51,0.98,100.25,3.52
2024-05-10,Bhopal,6.5746,35.63,26.11,43.03,2.66,0.5,95.26,3.74
2024-05-11,Bhopal,6.0408,36.1,24.79,48.32,2.45,0.0,95.48,2.98
2024-05-11,Kolkata,4.3742,30.19,72.32,55.23,2.83,5.97,100.81,3.78
2024-05-11,Guwahati,6.1692,26.55,68.05,63.08,0.4,2.98,96.54,1.16
2024-05-11,Jaipur,6.7882,35.7,21.14,69.38,2.13,0.2,96.16,2.81
2024-05-11,Chennai,6.8098,31.72,66.29,28.88,3.49,0.31,100.35,3.4
2024-05-11,Delhi,6.587,34.35,29.22,38.02,1.91,0.36,98.35,2.7
2024-05-12,Guwahati,6.5244,27.16,69.73,49.42,0.47,0.2,96.54,1.77
2024-05-12,Kolkata,5.9412,30.17,72.99,48.25,1.55,8.3,100.83,2.37
2024-05-12,Bhopal,6.3991,35.68,24.73,61.45,1.88,0.0,95.5,2.25
2024-05-12,Chennai,6.5928,31.54,65.15,27.15,3.05,0.41,100.33,3.09
2024-05-12,Delhi,6.2839,34.88,24.38,62.06,1.89,0.03,98.34,2.36
2024-05-12,Jaipur,7.4554,33.8,31.22,46.42,2.69,2.36,96.24,3.42
2024-05-13,Kolkata,6.0473,30.64,67.86,45.34,1.32,0.1,100.79,2.07
2024-05-13,Jaipur,6.774,34.53,23.19,67.34,2.21,0.0,96.19,3.26
2024-05-13,Guwahati,5.1194,27.11,71.48,63.59,0.41,1.59,96.46,1.99
2024-05-13,Bhopal,6.265,34.35,29.93,75.01,1.39,1.36,95.54,1.75
2024-05-13,Delhi,5.9258,34.96,20.55,68.94,1.72,0.02,98.36,2.72
2024-05-13,Chennai,6.2938,31.32,65.51,45.78,2.67,0.64,100.29,2.68
2024-05-14,Guwahati,6.6605,28.04,68.29,29.07,0.48,1.05,96.38,2.53
2024-05-14,Bhopal,6.1037,34.12,29.92,71.57,1.58,1.06,95.55,2.27
2024-05-14,Chennai,6.0576,31.12,65.17,68.2,2.24,0.59,100.28,2.21
2024-05-14,Delhi,7.0334,34.47,15.96,32.16,2.4,0.0,98.37,3.72
2024-05-14,Jaipur,6.5026,35.06,17.95,76.34,2.51,0.06,96.26,3.58
2024-05-14,Kolkata,6.1555,31.0,65.51,33.27,1.74,0.12,100.77,2.55
2024-05-15,Bhopal,6.8455,33.23,33.57,40.63,2.26,1.85,95.62,3.13
2024-05-15,Guwahati,6.2666,28.2,69.67,46.42,0.49,2.29,96.5,2.48
2024-05-15,Delhi,7.2552,35.3,11.8,16.13,1.97,0.0,98.35,2.66
2024-05-15,Kolkata,6.7754,30.78,68.48,21.37,2.17,0.01,100.87,2.97
2024-05-15,Chennai,4.9944,31.48,63.61,96.79,2.78,0.4,100.31,2.73
2024-05-15,Jaipur,7.4064,35.02,15.9,63.22,1.86,0.01,96.24,3.03
2024-05-16,Guwahati,6.1032,28.22,72.57,63.12,0.67,16.6,96.39,3.05
2024-05-16,Bhopal,6.6792,33.86,32.02,32.05,1.77,0.0,95.57,2.65
2024-05-16,Delhi,7.0865,36.64,12.45,15.68,1.6,0.0,98.27,2.29
2024-05-16,Chennai,1.296,28.92,76.75,95.21,2.44,7.7,100.29,2.37
2024-05-16,Kolkata,5.988,31.21,66.72,59.45,2.04,0.0,100.78,3.02
2024-05-16,Jaipur,6.8597,36.67,15.52,67.65,1.46,0.0,96.16,2.41
2024-05-17,Delhi,6.7514,38.49,14.11,16.44,1.91,0.0,97.95,2.65
2024-05-17,Guwahati,5.6366,28.21,68.67,67.6,0.98,5.48,96.13,4.31
2024-05-17,Kolkata,6.3703,32.22,63.09,59.98,2.64,0.0,100.53,3.61
2024-05-17,Jaipur,6.5606,37.92,14.66,72.93,2.52,0.0,95.9,3.78
2024-05-17,Chennai,4.3469,29.78,70.49,87.87,2.6,2.99,100.17,2.73
2024-05-17,Bhopal,5.3525,33.71,31.65,79.2,2.17,1.19,95.36,3.23
2024-05-18,Delhi,6.9924,38.45,15.12,17.82,2.5,0.0,97.64,3.87
2024-05-18,Guwahati,2.6491,26.72,77.71,97.88,0.59,24.22,96.08,2.63
2024-05-18,Kolkata,5.2872,33.2,60.9,88.12,2.71,0.11,100.34,3.47
2024-05-18,Chennai,6.6574,30.2,72.19,47.05,2.49,1.74,100.04,2.63
2024-05-18,Bhopal,6.81,34.69,35.13,25.3,3.83,0.7,95.12,4.83
2024-05-18,Jaipur,7.1849,37.51,14.23,63.21,3.25,0.0,95.66,4.74
2024-05-19,Bhopal,7.2281,36.18,27.71,24.24,3.79,0.0,94.89,4.72
2024-05-19,Chennai,6.3744,30.71,70.55,65.68,2.04,2.76,99.86,2.19
2024-05-19,Delhi,6.9463,38.84,17.41,39.27,2.93,0.0,97.52,4.53
2024-05-19,Kolkata,4.9248,32.97,62.93,72.18,3.06,0.24,100.24,3.82
2024-05-19,Guwahati,5.4866,26.86,75.7,90.27,0.55,19.27,95.99,2.44
2024-05-19,Jaipur,6.6826,37.54,15.66,62.66,2.76,0.0,95.5,4.01
2024-05-20,Jaipur,6.4416,37.37,17.33,65.34,2.82,0.0,95.65,4.02
2024-05-20,Kolkata,4.5535,32.56,65.45,76.4,2.47,5.91,100.31,3.23
2024-05-20,Bhopal,7.1443,36.17,28.72,24.55,3.09,1.72,94.92,4.09
2024-05-20,Delhi,6.8537,39.07,16.48,32.94,3.04,0.0,97.62,4.81
2024-05-20,Chennai,5.6995,30.12,74.04,81.62,2.24,4.13,99.87,2.44
2024-05-20,Guwahati,4.9627,26.83,76.56,94.96,0.5,14.32,96.12,1.62
2024-05-21,Guwahati,5.6753,28.53,68.33,67.49,0.58,4.58,96.13,1.88
2024-05-21,Bhopal,6.4894,36.51,29.95,25.26,1.6,1.28,94.97,2.23
2024-05-21,Kolkata,5.2987,31.97,67.88,51.78,1.72,5.62,100.35,2.29
2024-05-21,Delhi,7.0322,37.88,14.96,28.96,1.78,0.0,97.74,2.63
2024-05-21,Jaipur,6.1366,38.47,17.06,68.88,2.0,0.0,95.67,2.71
2024-05-21,Chennai,4.6157,30.2,74.55,92.03,2.12,1.98,99.85,2.3
2024-05-22,Kolkata,5.196,31.71,66.76,52.0,2.06,5.62,100.38,2.88
2024-05-22,Bhopal,6.4922,36.72,26.47,45.73,2.04,0.0,94.92,2.88
2024-05-22,Delhi,6.7625,37.36,18.14,53.42,2.3,0.0,97.76,3.52
2024-05-22,Jaipur,6.8652,38.74,15.96,43.69,1.26,0.0,95.53,1.53
2024-05-22,Guwahati,6.4174,28.68,67.63,71.69,0.48,1.67,96.13,2.24
2024-05-22,Chennai,6.073,30.97,70.72,83.81,2.4,0.73,99.72,2.48
2024-05-23,Kolkata,6.815,31.89,65.42,23.43,1.84,4.14,100.24,2.38
2024-05-23,Jaipur,7.4302,37.65,20.71,53.37,3.79,0.0,95.37,4.58
2024-05-23,Bhopal,6.1766,37.82,24.2,42.87,3.09,0.0,94.69,4.14
2024-05-23,Delhi,6.7082,36.76,29.06,32.66,3.59,0.0,97.73,4.56
2024-05-23,Chennai,6.4138,31.09,71.27,68.19,2.21,0.34,99.59,2.39
2024-05-23,Guwahati,7.2377,29.38,66.89,44.44,0.37,1.59,95.96,1.75
2024-05-24,Chennai,6.1128,31.75,67.1,83.0,3.07,0.03,99.5,3.26
2024-05-24,Kolkata,6.8628,32.92,63.94,38.98,2.34,2.92,100.03,2.91
2024-05-24,Guwahati,7.121,30.51,62.24,52.68,0.46,1.5,95.78,1.94
2024-05-24,Bhopal,7.051,36.85,27.25,26.65,4.06,0.0,94.65,4.87
2024-05-24,Jaipur,7.3337,36.88,25.84,60.48,3.04,0.0,95.47,3.84
2024-05-24,Delhi,6.6965,36.74,30.24,30.81,2.46,0.0,97.7,3.32
2024-05-25,Kolkata,6.0725,33.13,64.56,49.6,1.96,1.03,99.8,2.62
2024-05-25,Delhi,6.6859,38.26,23.1,14.1,2.43,0.0,97.49,3.81
2024-05-25,Guwahati,7.5564,31.13,63.26,28.6,0.58,0.09,95.6,2.6
2024-05-25,Jaipur,6.6338,37.7,22.72,62.77,3.11,0.0,95.44,4.27
2024-05-25,Chennai,2.5901,31.53,64.34,99.54,3.87,1.18,99.54,4.37
2024-05-25,Bhopal,6.7879,36.51,28.66,30.09,3.51,0.0,94.67,4.45
2024-05-26,Jaipur,6.9422,39.13,16.93,55.09,2.87,0.0,95.29,3.96
2024-05-26,Delhi,7.5468,39.23,16.72,16.2,2.66,0.0,97.33,3.67
2024-05-26,Kolkata,2.299,30.0,80.76,99.64,6.17,20.57,99.26,7.85
2024-05-26,Chennai,4.2674,33.33,56.5,98.65,2.89,0.05,99.51,3.5
2024-05-26,Bhopal,6.643,37.93,22.81,44.22,2.86,0.0,94.62,3.9
2024-05-26,Guwahati,6.0658,30.89,68.44,84.06,0.63,4.33,95.54,2.69
2024-05-27,Chennai,4.5782,34.14,54.07,99.0,3.27,0.01,99.52,3.92
2024-05-27,Bhopal,7.1095,38.49,18.84,41.17,4.42,0.0,94.41,5.74
2024-05-27,Guwahati,1.7995,26.88,84.4,99.53,1.03,76.21,95.26,4.1
2024-05-27,Kolkata,0.7181,28.1,89.53,99.79,7.09,99.5,98.72,9.21
2024-05-27,Jaipur,7.3637,39.17,12.04,62.69,3.25,0.0,95.03,4.51
2024-05-27,Delhi,7.368,39.37,15.79,14.22,2.17,0.0,97.08,3.09
2024-05-28,Guwahati,2.8476,26.54,87.51,99.56,1.45,74.05,94.87,5.55
2024-05-28,Kolkata,4.8379,30.83,80.28,98.2,2.69,1.31,99.59,3.82
2024-05-28,Bhopal,7.584,38.32,23.88,16.59,6.98,0.0,94.42,8.3
2024-05-28,Jaipur,7.2653,38.73,13.09,59.19,4.28,0.0,94.91,5.82
2024-05-28,Chennai,5.581,33.79,53.24,88.97,2.94,0.01,99.62,3.42
2024-05-28,Delhi,7.8518,40.32,9.69,1.63,1.97,0.0,96.88,2.48
2024-05-29,Guwahati,4.139,27.76,82.48,94.52,0.96,6.11,95.44,4.52
2024-05-29,Chennai,5.3611,34.6,49.91,57.33,2.75,0.01,99.6,3.21
2024-05-29,Kolkata,4.3764,31.54,83.12,89.01,4.42,0.82,99.72,5.81
2024-05-29,Bhopal,7.2446,37.13,27.32,20.64,5.16,0.0,94.62,6.09
2024-05-29,Delhi,7.1544,39.82,11.16,39.5,2.28,0.0,97.02,3.15
2024-05-29,Jaipur,7.5809,38.52,22.33,53.92,5.41,0.0,95.08,6.56
2024-05-30,Delhi,7.4938,39.49,13.15,26.27,3.18,0.0,97.35,4.55
2024-05-30,Chennai,6.2376,34.53,54.25,19.57,2.76,0.26,99.63,3.02
2024-05-30,Bhopal,7.5389,36.42,33.28,11.48,4.36,0.0,94.84,5.15
2024-05-30,Kolkata,4.8523,31.17,81.79,79.02,4.64,9.83,99.95,6.05
2024-05-30,Jaipur,7.0306,38.32,22.32,67.74,4.47,0.0,95.39,5.65
2024-05-30,Guwahati,2.023,28.57,80.87,99.33,0.78,40.32,95.69,3.61
2024-05-31,Kolkata,2.3544,30.17,85.27,75.79,3.68,22.77,100.18,4.95
2024-05-31,Guwahati,3.4234,28.85,77.99,96.43,0.63,19.55,95.84,2.57
2024-05-31,Jaipur,6.8873,38.24,21.6,62.91,5.06,0.0,95.49,6.11
2024-05-31,Bhopal,7.0963,37.04,30.24,19.9,3.47,0.01,94.93,4.32
2024-05-31,Delhi,7.3327,39.45,9.84,33.63,2.58,0.0,97.47,3.6
2024-05-31,Chennai,6.203,34.06,58.58,24.82,3.18,0.29,99.67,3.42
2024-06-01,Kolkata,5.5202,30.19,82.88,55.61,3.47,4.55,100.33,4.73
2024-06-01,Guwahati,5.1346,28.75,78.05,81.23,0.6,13.53,95.95,2.39
2024-06-01,Jaipur,6.0828,37.61,22.62,71.43,3.59,0.39,95.64,4.27
2024-06-01,Chennai,5.9722,33.33,65.18,48.2,2.42,6.81,99.8,2.62
2024-06-01,Delhi,5.5327,38.63,15.77,83.03,2.59,0.01,97.66,3.87
2024-06-01,Bhopal,6.1939,37.25,27.52,65.52,3.35,0.03,94.99,4.02
2024-06-02,Kolkata,5.3246,30.35,82.02,73.15,3.56,0.8,100.37,4.7
2024-06-02,Chennai,5.6275,29.65,74.94,73.53,2.43,12.36,100.1,2.77
2024-06-02,Delhi,6.9821,38.73,21.53,57.74,2.06,0.0,97.77,3.28
2024-06-02,Jaipur,6.2986,36.84,28.19,71.73,1.73,1.79,95.73,2.32
2024-06-02,Guwahati,4.6409,27.93,80.75,92.57,0.72,50.41,95.95,3.24
2024-06-02,Bhopal,6.5774,34.11,32.96,79.57,4.13,0.0,95.15,4.67
2024-06-03,Chennai,2.6659,29.58,73.79,97.22,2.07,1.7,100.1,2.51
2024-06-03,Guwahati,4.7921,26.88,85.85,89.15,0.64,45.23,95.87,3.01
2024-06-03,Jaipur,7.183,37.69,22.8,50.59,2.32,0.03,95.67,3.31
2024-06-03,Delhi,6.8935,39.2,18.55,49.75,3.03,0.01,97.65,4.4
2024-06-03,Bhopal,6.7176,36.27,26.99,61.18,3.16,0.02,95.02,4.32
2024-06-03,Kolkata,4.489,29.58,84.41,86.44,2.69,4.36,100.3,3.8
2024-06-04,Chennai,5.653,30.56,75.36,75.39,2.78,5.73,100.13,3.26
2024-06-04,Guwahati,4.2463,28.47,73.09,94.75,0.5,17.32,95.98,1.97
2024-06-04,Bhopal,6.1999,36.53,30.3,75.62,3.7,1.42,95.1,4.53
2024-06-04,Delhi,6.0439,39.51,18.85,78.68,2.3,2.03,97.66,3.48
2024-06-04,Kolkata,6.3154,30.84,78.53,46.21,3.08,5.44,100.29,4.25
2024-06-04,Jaipur,6.9221,37.92,23.9,52.83,4.33,0.0,95.66,5.25
2024-06-05,Delhi,6.4454,38.81,21.15,85.6,3.06,0.13,97.73,4.18
2024-06-05,Chennai,5.0304,29.74,81.18,89.55,2.51,22.77,100.18,2.81
2024-06-05,Kolkata,6.3758,31.12,77.98,43.34,2.23,2.67,100.34,3.33
2024-06-05,Jaipur,7.2552,37.03,24.59,53.04,4.52,0.0,95.75,5.45
2024-06-05,Bhopal,5.4379,34.96,34.74,63.63,2.68,0.31,95.21,3.07
2024-06-05,Guwahati,4.3956,28.36,74.92,81.03,0.53,5.11,96.08,1.61
2024-06-06,Chennai,4.4136,28.47,85.94,95.49,2.86,13.65,100.24,2.98
2024-06-06,Delhi,6.9122,37.27,22.79,70.75,2.31,1.2,98.01,3.61
2024-06-06,Bhopal,6.8933,37.13,28.56,47.45,2.65,0.01,95.19,3.17
2024-06-06,Guwahati,4.5022,28.78,76.32,80.93,0.25,6.08,96.05,1.31
2024-06-06,Kolkata,5.2716,30.79,81.5,74.75,1.91,2.67,100.36,3.03
2024-06-06,Jaipur,7.307,36.4,26.65,61.82,2.53,0.0,95.92,3.38
2024-06-07,Chennai,4.0884,28.78,77.28,94.87,3.33,11.92,100.16,3.85
2024-06-07,Jaipur,6.2484,36.41,26.76,79.78,2.88,0.38,95.77,3.9
2024-06-07,Guwahati,6.0792,27.92,79.34,63.06,0.57,0.95,95.85,2.55
2024-06-07,Kolkata,6.119,31.54,76.34,76.79,2.77,0.68,100.21,3.8
2024-06-07,Bhopal,6.1318,38.09,22.37,87.82,2.14,0.04,94.98,2.74
2024-06-07,Delhi,6.6312,37.43,26.29,58.86,3.31,0.0,97.79,4.44
2024-06-08,Jaipur,7.1215,36.45,29.01,65.62,3.03,0.16,95.65,3.68
2024-06-08,Kolkata,6.1567,31.97,73.75,79.65,3.82,0.0,100.06,4.97
2024-06-08,Guwahati,4.0214,28.39,78.09,98.61,0.69,2.99,95.73,3.22
2024-06-08,Chennai,4.7734,30.3,72.86,83.71,4.31,4.97,100.04,5.07
2024-06-08,Bhopal,2.8678,36.77,27.49,98.39,2.31,0.11,94.93,2.78
2024-06-08,Delhi,6.3782,37.64,24.29,66.58,3.87,0.0,97.68,5.01
2024-06-09,Kolkata,5.8656,30.88,79.15,68.06,3.26,0.02,99.99,4.43
2024-06-09,Guwahati,2.7929,28.72,77.69,97.06,0.55,12.26,95.71,2.94
2024-06-09,Jaipur,6.7702,36.72,25.21,38.82,2.81,0.01,95.62,3.47
2024-06-09,Chennai,4.9334,29.9,73.69,95.38,4.07,2.93,99.98,4.88
2024-06-09,Bhopal,6.547,36.0,32.04,68.92,1.85,0.04,94.95,2.08
2024-06-09,Delhi,7.3402,37.28,21.07,44.08,3.54,0.0,97.66,4.89
2024-06-10,Chennai,6.114,30.54,66.07,68.36,4.56,1.81,99.99,5.64
2024-06-10,Guwahati,4.9454,28.75,78.45,94.96,0.45,4.93,95.77,2.38
2024-06-10,Jaipur,6.3871,37.56,18.41,59.91,1.25,0.0,95.63,1.73
2024-06-10,Kolkata,6.2352,31.15,78.39,48.38,3.37,0.05,100.03,4.49
2024-06-10,Bhopal,4.6474,34.62,40.27,77.2,2.12,0.86,95.02,2.36
2024-06-10,Delhi,6.7651,37.63,17.96,63.49,3.21,0.0,97.66,4.79
2024-06-11,Chennai,4.7486,29.07,66.51,97.44,3.76,4.55,100.09,4.69
2024-06-11,Guwahati,2.5603,28.61,77.7,94.52,0.4,2.57,95.83,1.66
2024-06-11,Jaipur,5.5937,37.83,21.03,75.84,2.39,0.0,95.58,3.21
2024-06-11,Delhi,6.3982,38.21,16.09,70.79,2.56,0.0,97.62,3.85
2024-06-11,Bhopal,4.7018,36.43,30.93,82.05,2.58,0.21,94.98,3.01
2024-06-11,Kolkata,6.0022,30.16,82.01,66.39,3.94,2.33,100.05,5.2
2024-06-12,Delhi,7.247,39.09,14.95,58.77,2.61,0.0,97.55,3.66
2024-06-12,Chennai,3.0571,28.93,69.65,99.64,3.76,6.39,100.2,4.58
2024-06-12,Guwahati,4.5017,29.15,77.48,97.29,0.33,24.91,95.77,1.61
2024-06-12,Bhopal,6.0221,36.16,34.11,69.1,4.25,0.05,95.04,4.58
2024-06-12,Jaipur,5.4062,37.81,24.2,81.26,4.22,0.0,95.59,4.91
2024-06-12,Kolkata,5.1965,30.93,75.22,74.43,3.6,1.28,100.07,4.73
2024-06-13,Kolkata,5.689,31.04,79.12,70.67,3.55,3.38,99.96,4.7
2024-06-13,Guwahati,2.0038,28.68,79.52,97.26,0.42,16.83,95.69,1.76
2024-06-13,Bhopal,4.679,35.22,34.2,90.25,4.34,0.03,95.0,4.93
2024-06-13,Jaipur,6.2098,37.42,28.01,63.57,3.83,0.34,95.57,4.32
2024-06-13,Chennai,5.5495,30.14,65.37,91.72,3.08,1.3,100.13,4.08
2024-06-13,Delhi,6.8484,39.48,19.67,55.16,4.21,0.0,97.44,5.83
2024-06-14,Guwahati,2.8949,29.04,77.92,95.71,0.44,17.87,95.61,2.08
2024-06-14,Jaipur,6.0326,36.66,26.56,69.52,3.62,0.26,95.53,4.02
2024-06-14,Chennai,5.6914,29.67,61.42,81.15,3.67,0.07,100.06,4.8
2024-06-14,Delhi,6.606,39.82,22.72,61.84,5.51,0.36,97.41,7.01
2024-06-14,Kolkata,5.9563,31.71,75.84,66.38,3.58,0.21,99.83,4.6
2024-06-14,Bhopal,5.3122,34.98,35.09,87.89,4.32,0.07,94.95,5.04
2024-06-15,Kolkata,5.2186,31.02,79.75,84.78,3.64,3.4,99.87,4.78
2024-06-15,Guwahati,1.83,28.7,81.19,96.93,0.46,23.72,95.62,2.11
2024-06-15,Bhopal,5.7156,35.55,36.41,78.85,3.57,1.44,94.9,3.98
2024-06-15,Delhi,7.4501,40.23,20.93,41.73,4.83,0.0,97.39,6.32
2024-06-15,Chennai,3.0799,30.09,62.99,90.61,2.76,0.96,99.98,3.57
2024-06-15,Jaipur,5.9695,37.97,25.9,37.75,4.44,0.0,95.5,5.07
2024-06-16,Kolkata,5.191,31.39,74.76,97.72,3.15,1.03,100.05,4.13
2024-06-16,Jaipur,5.893,38.24,30.42,45.83,4.36,0.0,95.53,5.04
2024-06-16,Guwahati,1.8283,28.92,81.42,97.69,0.49,34.57,95.74,2.22
2024-06-16,Bhopal,6.0432,35.74,39.97,88.57,3.14,10.68,94.94,3.78
2024-06-16,Chennai,6.1339,30.79,68.94,50.84,2.71,6.97,99.97,3.31
2024-06-16,Delhi,7.32,40.28,21.8,47.86,4.74,0.0,97.44,6.37
2024-06-17,Jaipur,6.438,38.56,31.82,30.06,4.85,0.0,95.54,5.49
2024-06-17,Delhi,6.7913,41.15,23.82,60.38,4.53,0.0,97.44,6.13
2024-06-17,Chennai,6.3166,29.86,72.78,66.42,2.5,13.08,100.04,3.14
2024-06-17,Bhopal,3.6283,33.89,51.6,93.68,2.98,1.68,95.02,4.01
2024-06-17,Guwahati,1.2989,28.13,85.75,99.67,0.57,64.32,95.73,2.88
2024-06-17,Kolkata,4.7626,31.11,76.17,97.9,4.01,0.03,100.1,5.25
2024-06-18,Chennai,5.2128,29.65,73.75,65.87,2.97,36.01,100.01,3.56
2024-06-18,Bhopal,5.1228,33.1,53.94,80.75,3.96,8.28,94.9,5.01
